№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
288	U+1F486 U+1F3FD	💆🏽	—	💆🏽	💆🏽	💆🏽	💆🏽	💆🏽	💆🏽	💆🏽	—	—	—	—	person getting massage, type-4	2015ˣ	n/a	face | massage | salon | type-4
289	U+1F486 U+1F3FE	💆🏾	—	💆🏾	💆🏾	💆🏾	💆🏾	💆🏾	💆🏾	💆🏾	—	—	—	—	person getting massage, type-5	2015ˣ	n/a	face | massage | salon | type-5
290	U+1F486 U+1F3FF	💆🏿	—	💆🏿	💆🏿	💆🏿	💆🏿	💆🏿	💆🏿	💆🏿	—	—	—	—	person getting massage, type-6	2015ˣ	n/a	face | massage | salon | type-6
291	U+1F487	💇	💇	💇	💇	💇	💇	💇	💇	💇	💇	💇	—	💇	HAIRCUT
≊ person getting haircut	2010ʲ	emoji	barber | beauty | haircut | parlor
292	U+1F487 U+1F3FB	💇🏻	—	💇🏻	💇🏻	💇🏻	💇🏻	💇🏻	💇🏻	💇🏻	—	—	—	—	person getting haircut, type-1-2	2015ˣ	n/a	barber | beauty | haircut | parlor | type-1-2
293	U+1F487 U+1F3FC	💇🏼	—	💇🏼	💇🏼	💇🏼	💇🏼	💇🏼	💇🏼	💇🏼	—	—	—	—	person getting haircut, type-3	2015ˣ	n/a	barber | beauty | haircut | parlor | type-3
294	U+1F487 U+1F3FD	💇🏽	—	💇🏽	💇🏽	💇🏽	💇🏽	💇🏽	💇🏽	💇🏽	—	—	—	—	person getting haircut, type-4	2015ˣ	n/a	barber | beauty | haircut | parlor | type-4
295	U+1F487 U+1F3FE	💇🏾	—	💇🏾	💇🏾	💇🏾	💇🏾	💇🏾	💇🏾	💇🏾	—	—	—	—	person getting haircut, type-5	2015ˣ	n/a	barber | beauty | haircut | parlor | type-5
296	U+1F487 U+1F3FF	💇🏿	—	💇🏿	💇🏿	💇🏿	💇🏿	💇🏿	💇🏿	💇🏿	—	—	—	—	person getting haircut, type-6	2015ˣ	n/a	barber | beauty | haircut | parlor | type-6
297	U+1F6B6	🚶	🚶	🚶	🚶	🚶	🚶	🚶	🚶	🚶	🚶	🚶	—	🚶	PEDESTRIAN
≊ person walking	2010ʲ	emoji	hike | walk | walking
298	U+1F6B6 U+1F3FB	🚶🏻	—	🚶🏻	🚶🏻	🚶🏻	🚶🏻	🚶🏻	🚶🏻	🚶🏻	—	—	—	—	person walking, type-1-2	2015ˣ	n/a	hike | type-1-2 | walk | walking
299	U+1F6B6 U+1F3FC	🚶🏼	—	🚶🏼	🚶🏼	🚶🏼	🚶🏼	🚶🏼	🚶🏼	🚶🏼	—	—	—	—	person walking, type-3	2015ˣ	n/a	hike | type-3 | walk | walking
300	U+1F6B6 U+1F3FD	🚶🏽	—	🚶🏽	🚶🏽	🚶🏽	🚶🏽	🚶🏽	🚶🏽	🚶🏽	—	—	—	—	person walking, type-4	2015ˣ	n/a	hike | type-4 | walk | walking
301	U+1F6B6 U+1F3FE	🚶🏾	—	🚶🏾	🚶🏾	🚶🏾	🚶🏾	🚶🏾	🚶🏾	🚶🏾	—	—	—	—	person walking, type-5	2015ˣ	n/a	hike | type-5 | walk | walking
302	U+1F6B6 U+1F3FF	🚶🏿	—	🚶🏿	🚶🏿	🚶🏿	🚶🏿	🚶🏿	🚶🏿	🚶🏿	—	—	—	—	person walking, type-6	2015ˣ	n/a	hike | type-6 | walk | walking
303	U+1F3C3	🏃	🏃	🏃	🏃	🏃	🏃	🏃	🏃	🏃	🏃	🏃	🏃	🏃	RUNNER
≊ person running	2010ʲ	emoji	marathon | running
304	U+1F3C3 U+1F3FB	🏃🏻	—	🏃🏻	🏃🏻	🏃🏻	🏃🏻	🏃🏻	🏃🏻	🏃🏻	—	—	—	—	person running, type-1-2	2015ˣ	n/a	marathon | running | type-1-2
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
305	U+1F3C3 U+1F3FC	🏃🏼	—	🏃🏼	🏃🏼	🏃🏼	🏃🏼	🏃🏼	🏃🏼	🏃🏼	—	—	—	—	person running, type-3	2015ˣ	n/a	marathon | running | type-3
306	U+1F3C3 U+1F3FD	🏃🏽	—	🏃🏽	🏃🏽	🏃🏽	🏃🏽	🏃🏽	🏃🏽	🏃🏽	—	—	—	—	person running, type-4	2015ˣ	n/a	marathon | running | type-4
307	U+1F3C3 U+1F3FE	🏃🏾	—	🏃🏾	🏃🏾	🏃🏾	🏃🏾	🏃🏾	🏃🏾	🏃🏾	—	—	—	—	person running, type-5	2015ˣ	n/a	marathon | running | type-5
308	U+1F3C3 U+1F3FF	🏃🏿	—	🏃🏿	🏃🏿	🏃🏿	🏃🏿	🏃🏿	🏃🏿	🏃🏿	—	—	—	—	person running, type-6	2015ˣ	n/a	marathon | running | type-6
309	U+1F483	💃	💃	💃	💃	💃	💃	💃	💃	💃	💃	💃	—	💃	DANCER
≊ woman dancing	2010ʲ	emoji	dancing | woman
310	U+1F483 U+1F3FB	💃🏻	—	💃🏻	💃🏻	💃🏻	💃🏻	💃🏻	💃🏻	💃🏻	—	—	—	—	woman dancing, type-1-2	2015ˣ	n/a	dancing | type-1-2 | woman
311	U+1F483 U+1F3FC	💃🏼	—	💃🏼	💃🏼	💃🏼	💃🏼	💃🏼	💃🏼	💃🏼	—	—	—	—	woman dancing, type-3	2015ˣ	n/a	dancing | type-3 | woman
312	U+1F483 U+1F3FD	💃🏽	—	💃🏽	💃🏽	💃🏽	💃🏽	💃🏽	💃🏽	💃🏽	—	—	—	—	woman dancing, type-4	2015ˣ	n/a	dancing | type-4 | woman
313	U+1F483 U+1F3FE	💃🏾	—	💃🏾	💃🏾	💃🏾	💃🏾	💃🏾	💃🏾	💃🏾	—	—	—	—	woman dancing, type-5	2015ˣ	n/a	dancing | type-5 | woman
314	U+1F483 U+1F3FF	💃🏿	—	💃🏿	💃🏿	💃🏿	💃🏿	💃🏿	💃🏿	💃🏿	—	—	—	—	woman dancing, type-6	2015ˣ	n/a	dancing | type-6 | woman
315	U+1F57A	🕺	🕺	—	🕺	🕺	🕺	—	🕺	🕺	—	—	—	—	MAN DANCING	2016ˣ	emoji	dance | man
316	U+1F57A U+1F3FB	🕺🏻	—	—	🕺🏻	🕺🏻	🕺🏻	—	🕺🏻	🕺🏻	—	—	—	—	man dancing, type-1-2	2016ˣ	n/a	dance | man | type-1-2
317	U+1F57A U+1F3FC	🕺🏼	—	—	🕺🏼	🕺🏼	🕺🏼	—	🕺🏼	🕺🏼	—	—	—	—	man dancing, type-3	2016ˣ	n/a	dance | man | type-3
318	U+1F57A U+1F3FD	🕺🏽	—	—	🕺🏽	🕺🏽	🕺🏽	—	🕺🏽	🕺🏽	—	—	—	—	man dancing, type-4	2016ˣ	n/a	dance | man | type-4
319	U+1F57A U+1F3FE	🕺🏾	—	—	🕺🏾	🕺🏾	🕺🏾	—	🕺🏾	🕺🏾	—	—	—	—	man dancing, type-5	2016ˣ	n/a	dance | man | type-5
320	U+1F57A U+1F3FF	🕺🏿	—	—	🕺🏿	🕺🏿	🕺🏿	—	🕺🏿	🕺🏿	—	—	—	—	man dancing, type-6	2016ˣ	n/a	dance | man | type-6
321	U+1F46F	👯	👯	👯	👯	👯	👯	👯	👯	👯	👯	👯	—	👯	WOMAN WITH BUNNY EARS
≊ people partying	2010ʲ	emoji	bunny | dancer | ear | girl | woman
322	U+1F574	🕴	🕴	🕴	🕴	🕴	🕴	—	🕴	🕴	—	—	—	—	MAN IN BUSINESS SUIT LEVITATING	2014ʷ	text*	business | man | suit
323	U+1F5E3	🗣	🗣	🗣	🗣	🗣	🗣	—	🗣	🗣	—	—	—	—	SPEAKING HEAD IN SILHOUETTE
≊ speaking head	2014ʷ	text*	face | head | silhouette | speak | speaking
324	U+1F464	👤	👤	👤	👤	👤	👤	👤	👤	👤	👤	—	👤	—	BUST IN SILHOUETTE	2010ʲ	emoji	bust | silhouette
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
325	U+1F465	👥	👥	👥	👥	👥	👥	👥	👥	👥	—	—	—	—	BUSTS IN SILHOUETTE	2010ˣ	emoji	bust | silhouette
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
326	U+1F46B	👫	👫	👫	👫	👫	👫	👫	👫	👫	👫	👫	—	—	MAN AND WOMAN HOLDING HANDS	2010ʲ	emoji	couple | hand | hold | man | woman
327	U+1F46C	👬	👬	👬	👬	👬	👬	👬	👬	👬	—	—	—	—	TWO MEN HOLDING HANDS	2010ˣ	emoji	couple | gemini | hand | hold | man | twins | zodiac
328	U+1F46D	👭	👭	👭	👭	👭	👭	👭	👭	👭	—	—	—	—	TWO WOMEN HOLDING HANDS	2010ˣ	emoji	couple | hand | hold | woman
329	U+1F48F	💏	💏	💏	💏	💏	💏	💏	💏	💏	💏	💏	—	💏	KISS	2010ʲ	emoji	couple
330	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468	👩‍❤️‍💋‍👨	—	👩‍❤️‍💋‍👨	👩‍❤️‍💋‍👨	👩‍❤️‍💋‍👨	👩‍❤️‍💋‍👨	👩‍❤️‍💋‍👨	👩‍❤️‍💋‍👨	👩‍❤️‍💋‍👨	—	—	—	—	kiss, woman, man	2010ˣ	n/a	couple | female | male | man | woman
331	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468	👨‍❤️‍💋‍👨	—	👨‍❤️‍💋‍👨	👨‍❤️‍💋‍👨	👨‍❤️‍💋‍👨	👨‍❤️‍💋‍👨	👨‍❤️‍💋‍👨	👨‍❤️‍💋‍👨	👨‍❤️‍💋‍👨	—	—	—	—	kiss, man, man	2010ˣ	n/a	couple | male | man
332	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469	👩‍❤️‍💋‍👩	—	👩‍❤️‍💋‍👩	👩‍❤️‍💋‍👩	👩‍❤️‍💋‍👩	👩‍❤️‍💋‍👩	👩‍❤️‍💋‍👩	👩‍❤️‍💋‍👩	👩‍❤️‍💋‍👩	—	—	—	—	kiss, woman, woman	2010ˣ	n/a	couple | female | woman
333	U+1F491	💑	💑	💑	💑	💑	💑	💑	💑	💑	💑	💑	—	💑	COUPLE WITH HEART	2010ʲ	emoji	couple | heart | love
334	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468	👩‍❤️‍👨	—	👩‍❤️‍👨	👩‍❤️‍👨	👩‍❤️‍👨	👩‍❤️‍👨	👩‍❤️‍👨	👩‍❤️‍👨	👩‍❤️‍👨	—	—	—	—	couple with heart, woman, man	2010ˣ	n/a	couple | female | heart | love | male | man | woman
335	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468	👨‍❤️‍👨	—	👨‍❤️‍👨	👨‍❤️‍👨	👨‍❤️‍👨	👨‍❤️‍👨	👨‍❤️‍👨	👨‍❤️‍👨	👨‍❤️‍👨	—	—	—	—	couple with heart, man, man	2010ˣ	n/a	couple | heart | love | male | man
336	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469	👩‍❤️‍👩	—	👩‍❤️‍👩	👩‍❤️‍👩	👩‍❤️‍👩	👩‍❤️‍👩	👩‍❤️‍👩	👩‍❤️‍👩	👩‍❤️‍👩	—	—	—	—	couple with heart, woman, woman	2010ˣ	n/a	couple | female | heart | love | woman
337	U+1F46A	👪	👪	👪	👪	👪	👪	👪	—	👪	👪	—	—	👪	FAMILY	2010ʲʷ	emoji	child | father | mother
338	U+1F468 U+200D U+1F469 U+200D U+1F466	👨‍👩‍👦	—	👨‍👩‍👦	👨‍👩‍👦	👨‍👩‍👦	👨‍👩‍👦	👨‍👩‍👦	👨‍👩‍👦	👨‍👩‍👦	—	—	—	—	family, man, woman, boy	2010ˣ	n/a	boy | child | father | female | male | man | mother | woman
339	U+1F468 U+200D U+1F469 U+200D U+1F467	👨‍👩‍👧	—	👨‍👩‍👧	👨‍👩‍👧	👨‍👩‍👧	👨‍👩‍👧	👨‍👩‍👧	👨‍👩‍👧	👨‍👩‍👧	—	—	—	—	family, man, woman, girl	2010ˣ	n/a	child | father | female | maiden | male | man | mother | virgin | virgo | woman | zodiac
340	U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	👨‍👩‍👧‍👦	—	👨‍👩‍👧‍👦	👨‍👩‍👧‍👦	👨‍👩‍👧‍👦	👨‍👩‍👧‍👦	👨‍👩‍👧‍👦	👨‍👩‍👧‍👦	👨‍👩‍👧‍👦	—	—	—	—	family, man, woman, girl, boy	2010ˣ	n/a	boy | child | father | female | maiden | male | man | mother | virgin | virgo | woman | zodiac
341	U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	👨‍👩‍👦‍👦	—	👨‍👩‍👦‍👦	👨‍👩‍👦‍👦	👨‍👩‍👦‍👦	👨‍👩‍👦‍👦	👨‍👩‍👦‍👦	👨‍👩‍👦‍👦	👨‍👩‍👦‍👦	—	—	—	—	family, man, woman, boy, boy	2010ˣ	n/a	boy | child | father | female | male | man | mother | woman
342	U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	👨‍👩‍👧‍👧	—	👨‍👩‍👧‍👧	👨‍👩‍👧‍👧	👨‍👩‍👧‍👧	👨‍👩‍👧‍👧	👨‍👩‍👧‍👧	👨‍👩‍👧‍👧	👨‍👩‍👧‍👧	—	—	—	—	family, man, woman, girl, girl	2010ˣ	n/a	child | father | female | maiden | male | man | mother | virgin | virgo | woman | zodiac
343	U+1F468 U+200D U+1F468 U+200D U+1F466	👨‍👨‍👦	—	👨‍👨‍👦	👨‍👨‍👦	👨‍👨‍👦	👨‍👨‍👦	👨‍👨‍👦	👨‍👨‍👦	👨‍👨‍👦	—	—	—	—	family, man, man, boy	2010ˣ	n/a	boy | child | father | male | man | mother
344	U+1F468 U+200D U+1F468 U+200D U+1F467	👨‍👨‍👧	—	👨‍👨‍👧	👨‍👨‍👧	👨‍👨‍👧	👨‍👨‍👧	👨‍👨‍👧	👨‍👨‍👧	👨‍👨‍👧	—	—	—	—	family, man, man, girl	2010ˣ	n/a	child | father | female | maiden | male | man | mother | virgin | virgo | zodiac
345	U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466	👨‍👨‍👧‍👦	—	👨‍👨‍👧‍👦	👨‍👨‍👧‍👦	👨‍👨‍👧‍👦	👨‍👨‍👧‍👦	👨‍👨‍👧‍👦	👨‍👨‍👧‍👦	👨‍👨‍👧‍👦	—	—	—	—	family, man, man, girl, boy	2010ˣ	n/a	boy | child | father | female | maiden | male | man | mother | virgin | virgo | zodiac
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
346	U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466	👨‍👨‍👦‍👦	—	👨‍👨‍👦‍👦	👨‍👨‍👦‍👦	👨‍👨‍👦‍👦	👨‍👨‍👦‍👦	👨‍👨‍👦‍👦	👨‍👨‍👦‍👦	👨‍👨‍👦‍👦	—	—	—	—	family, man, man, boy, boy	2010ˣ	n/a	boy | child | father | male | man | mother
347	U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467	👨‍👨‍👧‍👧	—	👨‍👨‍👧‍👧	👨‍👨‍👧‍👧	👨‍👨‍👧‍👧	👨‍👨‍👧‍👧	👨‍👨‍👧‍👧	👨‍👨‍👧‍👧	👨‍👨‍👧‍👧	—	—	—	—	family, man, man, girl, girl	2010ˣ	n/a	child | father | female | maiden | male | man | mother | virgin | virgo | zodiac
348	U+1F469 U+200D U+1F469 U+200D U+1F466	👩‍👩‍👦	—	👩‍👩‍👦	👩‍👩‍👦	👩‍👩‍👦	👩‍👩‍👦	👩‍👩‍👦	👩‍👩‍👦	👩‍👩‍👦	—	—	—	—	family, woman, woman, boy	2010ˣ	n/a	boy | child | father | female | male | mother | woman
349	U+1F469 U+200D U+1F469 U+200D U+1F467	👩‍👩‍👧	—	👩‍👩‍👧	👩‍👩‍👧	👩‍👩‍👧	👩‍👩‍👧	👩‍👩‍👧	👩‍👩‍👧	👩‍👩‍👧	—	—	—	—	family, woman, woman, girl	2010ˣ	n/a	child | father | female | maiden | mother | virgin | virgo | woman | zodiac
350	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	👩‍👩‍👧‍👦	—	👩‍👩‍👧‍👦	👩‍👩‍👧‍👦	👩‍👩‍👧‍👦	👩‍👩‍👧‍👦	👩‍👩‍👧‍👦	👩‍👩‍👧‍👦	👩‍👩‍👧‍👦	—	—	—	—	family, woman, woman, girl, boy	2010ˣ	n/a	boy | child | father | female | maiden | male | mother | virgin | virgo | woman | zodiac
351	U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	👩‍👩‍👦‍👦	—	👩‍👩‍👦‍👦	👩‍👩‍👦‍👦	👩‍👩‍👦‍👦	👩‍👩‍👦‍👦	👩‍👩‍👦‍👦	👩‍👩‍👦‍👦	👩‍👩‍👦‍👦	—	—	—	—	family, woman, woman, boy, boy	2010ˣ	n/a	boy | child | father | female | male | mother | woman
352	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	👩‍👩‍👧‍👧	—	👩‍👩‍👧‍👧	👩‍👩‍👧‍👧	👩‍👩‍👧‍👧	👩‍👩‍👧‍👧	👩‍👩‍👧‍👧	👩‍👩‍👧‍👧	👩‍👩‍👧‍👧	—	—	—	—	family, woman, woman, girl, girl	2010ˣ	n/a	child | father | female | maiden | mother | virgin | virgo | woman | zodiac
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
353	U+1F3FB	🏻	🏻	🏻	🏻	🏻	🏻	—	🏻	🏻	—	—	—	—	EMOJI MODIFIER FITZPATRICK TYPE-1-2
≊ type-1-2	2015ˣ	emoji	emoji modifier | fitzpatrick | skin | tone
354	U+1F3FC	🏼	🏼	🏼	🏼	🏼	🏼	—	🏼	🏼	—	—	—	—	EMOJI MODIFIER FITZPATRICK TYPE-3
≊ type-3	2015ˣ	emoji	emoji modifier | fitzpatrick | skin | tone
355	U+1F3FD	🏽	🏽	🏽	🏽	🏽	🏽	—	🏽	🏽	—	—	—	—	EMOJI MODIFIER FITZPATRICK TYPE-4
≊ type-4	2015ˣ	emoji	emoji modifier | fitzpatrick | skin | tone
356	U+1F3FE	🏾	🏾	🏾	🏾	🏾	🏾	—	🏾	🏾	—	—	—	—	EMOJI MODIFIER FITZPATRICK TYPE-5
≊ type-5	2015ˣ	emoji	emoji modifier | fitzpatrick | skin | tone
357	U+1F3FF	🏿	🏿	🏿	🏿	🏿	🏿	—	🏿	🏿	—	—	—	—	EMOJI MODIFIER FITZPATRICK TYPE-6
≊ type-6	2015ˣ	emoji	emoji modifier | fitzpatrick | skin | tone
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
358	U+1F4AA	💪	💪	💪	💪	💪	💪	💪	💪	💪	💪	💪	—	💪	FLEXED BICEPS	2010ʲ	emoji	biceps | body | comic | flex | muscle
359	U+1F4AA U+1F3FB	💪🏻	—	💪🏻	💪🏻	💪🏻	💪🏻	💪🏻	💪🏻	💪🏻	—	—	—	—	flexed biceps, type-1-2	2015ˣ	n/a	biceps | body | comic | flex | muscle | type-1-2
360	U+1F4AA U+1F3FC	💪🏼	—	💪🏼	💪🏼	💪🏼	💪🏼	💪🏼	💪🏼	💪🏼	—	—	—	—	flexed biceps, type-3	2015ˣ	n/a	biceps | body | comic | flex | muscle | type-3
361	U+1F4AA U+1F3FD	💪🏽	—	💪🏽	💪🏽	💪🏽	💪🏽	💪🏽	💪🏽	💪🏽	—	—	—	—	flexed biceps, type-4	2015ˣ	n/a	biceps | body | comic | flex | muscle | type-4
362	U+1F4AA U+1F3FE	💪🏾	—	💪🏾	💪🏾	💪🏾	💪🏾	💪🏾	💪🏾	💪🏾	—	—	—	—	flexed biceps, type-5	2015ˣ	n/a	biceps | body | comic | flex | muscle | type-5
363	U+1F4AA U+1F3FF	💪🏿	—	💪🏿	💪🏿	💪🏿	💪🏿	💪🏿	💪🏿	💪🏿	—	—	—	—	flexed biceps, type-6	2015ˣ	n/a	biceps | body | comic | flex | muscle | type-6
364	U+1F933	🤳	🤳	—	🤳	🤳	🤳	—	🤳	🤳	—	—	—	—	SELFIE	2016ˣ	emoji	camera | phone | selfie
365	U+1F933 U+1F3FB	🤳🏻	—	—	🤳🏻	🤳🏻	🤳🏻	—	🤳🏻	🤳🏻	—	—	—	—	selfie, type-1-2	2016ˣ	n/a	camera | phone | selfie | type-1-2
366	U+1F933 U+1F3FC	🤳🏼	—	—	🤳🏼	🤳🏼	🤳🏼	—	🤳🏼	🤳🏼	—	—	—	—	selfie, type-3	2016ˣ	n/a	camera | phone | selfie | type-3
367	U+1F933 U+1F3FD	🤳🏽	—	—	🤳🏽	🤳🏽	🤳🏽	—	🤳🏽	🤳🏽	—	—	—	—	selfie, type-4	2016ˣ	n/a	camera | phone | selfie | type-4
368	U+1F933 U+1F3FE	🤳🏾	—	—	🤳🏾	🤳🏾	🤳🏾	—	🤳🏾	🤳🏾	—	—	—	—	selfie, type-5	2016ˣ	n/a	camera | phone | selfie | type-5
369	U+1F933 U+1F3FF	🤳🏿	—	—	🤳🏿	🤳🏿	🤳🏿	—	🤳🏿	🤳🏿	—	—	—	—	selfie, type-6	2016ˣ	n/a	camera | phone | selfie | type-6
370	U+1F448	👈	👈	👈	👈	👈	👈	👈	👈	👈	👈	👈	—	👈	WHITE LEFT POINTING BACKHAND INDEX
≊ backhand index pointing left	2010ʲʷ	emoji	backhand | body | finger | hand | index | point
371	U+1F448 U+1F3FB	👈🏻	—	👈🏻	👈🏻	👈🏻	👈🏻	👈🏻	👈🏻	👈🏻	—	—	—	—	backhand index pointing left, type-1-2	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-1-2
372	U+1F448 U+1F3FC	👈🏼	—	👈🏼	👈🏼	👈🏼	👈🏼	👈🏼	👈🏼	👈🏼	—	—	—	—	backhand index pointing left, type-3	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-3
373	U+1F448 U+1F3FD	👈🏽	—	👈🏽	👈🏽	👈🏽	👈🏽	👈🏽	👈🏽	👈🏽	—	—	—	—	backhand index pointing left, type-4	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-4
374	U+1F448 U+1F3FE	👈🏾	—	👈🏾	👈🏾	👈🏾	👈🏾	👈🏾	👈🏾	👈🏾	—	—	—	—	backhand index pointing left, type-5	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-5
375	U+1F448 U+1F3FF	👈🏿	—	👈🏿	👈🏿	👈🏿	👈🏿	👈🏿	👈🏿	👈🏿	—	—	—	—	backhand index pointing left, type-6	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-6
376	U+1F449	👉	👉	👉	👉	👉	👉	👉	👉	👉	👉	👉	—	👉	WHITE RIGHT POINTING BACKHAND INDEX
≊ backhand index pointing right	2010ʲʷ	emoji	backhand | body | finger | hand | index | point
377	U+1F449 U+1F3FB	👉🏻	—	👉🏻	👉🏻	👉🏻	👉🏻	👉🏻	👉🏻	👉🏻	—	—	—	—	backhand index pointing right, type-1-2	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-1-2
№	Code	Brow.	Chart	Apple	Googᵈ	Twtr.	One	FBM	Wind.	Sams.	GMail	SB	DCM	KDDI	Name	Date	Default	Keywords
378	U+1F449 U+1F3FC	👉🏼	—	👉🏼	👉🏼	👉🏼	👉🏼	👉🏼	👉🏼	👉🏼	—	—	—	—	backhand index pointing right, type-3	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-3
379	U+1F449 U+1F3FD	👉🏽	—	👉🏽	👉🏽	👉🏽	👉🏽	👉🏽	👉🏽	👉🏽	—	—	—	—	backhand index pointing right, type-4	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-4
380	U+1F449 U+1F3FE	👉🏾	—	👉🏾	👉🏾	👉🏾	👉🏾	👉🏾	👉🏾	👉🏾	—	—	—	—	backhand index pointing right, type-5	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-5
381	U+1F449 U+1F3FF	👉🏿	—	👉🏿	👉🏿	👉🏿	👉🏿	👉🏿	👉🏿	👉🏿	—	—	—	—	backhand index pointing right, type-6	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-6
382	U+261D	☝	☝	☝	☝	☝	☝	☝	☝	☝	☝	☝	—	☝	WHITE UP POINTING INDEX
≊ index pointing up	1995ʲʷ	text*	body | finger | hand | index | point | up
383	U+261D U+1F3FB	☝🏻	—	☝🏻	☝🏻	☝🏻	☝🏻	☝🏻	☝🏻	☝🏻	—	—	—	—	index pointing up, type-1-2	2015ˣ	n/a	body | finger | hand | index | point | type-1-2 | up
384	U+261D U+1F3FC	☝🏼	—	☝🏼	☝🏼	☝🏼	☝🏼	☝🏼	☝🏼	☝🏼	—	—	—	—	index pointing up, type-3	2015ˣ	n/a	body | finger | hand | index | point | type-3 | up
385	U+261D U+1F3FD	☝🏽	—	☝🏽	☝🏽	☝🏽	☝🏽	☝🏽	☝🏽	☝🏽	—	—	—	—	index pointing up, type-4	2015ˣ	n/a	body | finger | hand | index | point | type-4 | up
386	U+261D U+1F3FE	☝🏾	—	☝🏾	☝🏾	☝🏾	☝🏾	☝🏾	☝🏾	☝🏾	—	—	—	—	index pointing up, type-5	2015ˣ	n/a	body | finger | hand | index | point | type-5 | up
387	U+261D U+1F3FF	☝🏿	—	☝🏿	☝🏿	☝🏿	☝🏿	☝🏿	☝🏿	☝🏿	—	—	—	—	index pointing up, type-6	2015ˣ	n/a	body | finger | hand | index | point | type-6 | up
388	U+1F446	👆	👆	👆	👆	👆	👆	👆	👆	👆	👆	👆	—	👆	WHITE UP POINTING BACKHAND INDEX
≊ backhand index pointing up	2010ʲʷ	emoji	backhand | body | finger | hand | index | point | up
389	U+1F446 U+1F3FB	👆🏻	—	👆🏻	👆🏻	👆🏻	👆🏻	👆🏻	👆🏻	👆🏻	—	—	—	—	backhand index pointing up, type-1-2	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-1-2 | up
390	U+1F446 U+1F3FC	👆🏼	—	👆🏼	👆🏼	👆🏼	👆🏼	👆🏼	👆🏼	👆🏼	—	—	—	—	backhand index pointing up, type-3	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-3 | up
391	U+1F446 U+1F3FD	👆🏽	—	👆🏽	👆🏽	👆🏽	👆🏽	👆🏽	👆🏽	👆🏽	—	—	—	—	backhand index pointing up, type-4	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-4 | up
392	U+1F446 U+1F3FE	👆🏾	—	👆🏾	👆🏾	👆🏾	👆🏾	👆🏾	👆🏾	👆🏾	—	—	—	—	backhand index pointing up, type-5	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-5 | up
393	U+1F446 U+1F3FF	👆🏿	—	👆🏿	👆🏿	👆🏿	👆🏿	👆🏿	👆🏿	👆🏿	—	—	—	—	backhand index pointing up, type-6	2015ˣ	n/a	backhand | body | finger | hand | index | point | type-6 | up
394	U+1F595	🖕	🖕	🖕	🖕	🖕	🖕	—	🖕	🖕	—	—	—	—	REVERSED HAND WITH MIDDLE FINGER EXTENDED
≊ middle finger	2014ˣ	emoji	body | finger | hand
